InvoiceNo,StockCode,Description,InvoiceDate,Quantity,UnitPrice,TotalSales,CustomerID,Country,InvoiceDateOnly,SalesYear,SalesMonth,YearMonth,DayOfWeek,InvoiceHour
536408,22812,PACK 3 BOXES CHRISTMAS PANNETONE,2010-12-01 11:41:00.000000 UTC,12,1.95,23.4,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,84949,SILVER HANGING T-LIGHT HOLDER,2010-12-01 11:41:00.000000 UTC,6,1.65,9.9,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,21755,LOVE BUILDING BLOCK WORD,2010-12-01 11:41:00.000000 UTC,3,5.95,17.85,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22620,4 TRADITIONAL SPINNING TOPS,2010-12-01 11:41:00.000000 UTC,12,1.25,15.0,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,21754,HOME BUILDING BLOCK WORD,2010-12-01 11:41:00.000000 UTC,3,5.95,17.85,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,21915,RED  HARMONICA IN BOX,2010-12-01 11:41:00.000000 UTC,12,1.25,15.0,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22488,NATURAL SLATE RECTANGLE CHALKBOARD,2010-12-01 11:41:00.000000 UTC,12,1.65,19.8,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22706,WRAP COWBOYS,2010-12-01 11:41:00.000000 UTC,25,0.42,10.5,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22553,PLASTERS IN TIN SKULLS,2010-12-01 11:41:00.000000 UTC,12,1.65,19.8,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22537,MAGIC DRAWING SLATE DINOSAUR,2010-12-01 11:41:00.000000 UTC,24,0.42,10.08,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22610,PENS ASSORTED FUNNY FACE,2010-12-01 11:41:00.000000 UTC,36,0.85,30.6,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22736,RIBBON REEL MAKING SNOWMEN,2010-12-01 11:41:00.000000 UTC,10,1.65,16.5,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,84375,SET OF 20 KIDS COOKIE CUTTERS,2010-12-01 11:41:00.000000 UTC,12,2.1,25.2,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22716,CARD CIRCUS PARADE,2010-12-01 11:41:00.000000 UTC,12,0.42,5.04,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22219,LOVEBIRD HANGING DECORATION WHITE,2010-12-01 11:41:00.000000 UTC,12,0.85,10.2,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22766,PHOTO FRAME CORNICE,2010-12-01 11:41:00.000000 UTC,8,2.95,23.6,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22533,MAGIC DRAWING SLATE BAKE A CAKE,2010-12-01 11:41:00.000000 UTC,24,0.42,10.08,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,21705,BAG 500g SWIRLY MARBLES,2010-12-01 11:41:00.000000 UTC,12,1.65,19.8,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22371,AIRLINE BAG VINTAGE TOKYO 78,2010-12-01 11:41:00.000000 UTC,4,4.25,17.0,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2010-12-01 11:41:00.000000 UTC,6,2.1,12.6,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,21733,RED HANGING HEART T-LIGHT HOLDER,2010-12-01 11:41:00.000000 UTC,6,2.95,17.7,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,85014A,BLACK/BLUE POLKADOT UMBRELLA,2010-12-01 11:41:00.000000 UTC,3,5.95,17.85,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22178,VICTORIAN GLASS HANGING T-LIGHT,2010-12-01 11:41:00.000000 UTC,12,1.25,15.0,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,21587,COSY HOUR GIANT TUBE MATCHES,2010-12-01 11:41:00.000000 UTC,12,2.55,30.6,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22714,CARD BIRTHDAY COWBOY,2010-12-01 11:41:00.000000 UTC,12,0.42,5.04,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,22619,SET OF 6 SOLDIER SKITTLES,2010-12-01 11:41:00.000000 UTC,4,3.75,15.0,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,20982,12 PENCILS TALL TUBE SKULLS,2010-12-01 11:41:00.000000 UTC,12,0.85,10.2,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536408,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,2010-12-01 11:41:00.000000 UTC,6,2.55,15.3,14307,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,20668,DISCO BALL CHRISTMAS DECORATION,2010-12-01 11:45:00.000000 UTC,24,0.12,2.88,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22109,FULL ENGLISH BREAKFAST PLATE,2010-12-01 11:45:00.000000 UTC,1,3.75,3.75,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,21823,PAINTED METAL HEART WITH HOLLY BELL,2010-12-01 11:45:00.000000 UTC,3,1.45,4.35,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,90199C,5 STRAND GLASS NECKLACE CRYSTAL,2010-12-01 11:45:00.000000 UTC,3,6.35,19.05,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22900,SET 2 TEA TOWELS I LOVE LONDON,2010-12-01 11:45:00.000000 UTC,1,2.95,2.95,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22975,SPACEBOY CHILDRENS EGG CUP,2010-12-01 11:45:00.000000 UTC,1,1.25,1.25,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,84906,PINK B'FLY C/COVER W BOBBLES,2010-12-01 11:45:00.000000 UTC,1,5.95,5.95,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,21326,AGED GLASS SILVER T-LIGHT HOLDER,2010-12-01 11:45:00.000000 UTC,12,0.65,7.8,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,20717,STRAWBERRY SHOPPER BAG,2010-12-01 11:45:00.000000 UTC,1,1.25,1.25,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22785,SQUARECUSHION COVER PINK UNION FLAG,2010-12-01 11:45:00.000000 UTC,1,6.75,6.75,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,90210B,CLEAR ACRYLIC FACETED BANGLE,2010-12-01 11:45:00.000000 UTC,1,2.95,2.95,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,20723,STRAWBERRY CHARLOTTE BAG,2010-12-01 11:45:00.000000 UTC,1,0.85,0.85,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22075,6 RIBBONS ELEGANT CHRISTMAS,2010-12-01 11:45:00.000000 UTC,1,1.65,1.65,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,85099B,JUMBO BAG RED RETROSPOT,2010-12-01 11:45:00.000000 UTC,2,1.95,3.9,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22972,CHILDREN'S SPACEBOY MUG,2010-12-01 11:45:00.000000 UTC,1,1.65,1.65,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,2010-12-01 11:45:00.000000 UTC,1,2.95,2.95,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,21955,DOORMAT UNION JACK GUNS AND ROSES,2010-12-01 11:45:00.000000 UTC,1,7.95,7.95,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,21116,OWL DOORSTOP,2010-12-01 11:45:00.000000 UTC,1,4.95,4.95,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,90199C,5 STRAND GLASS NECKLACE CRYSTAL,2010-12-01 11:45:00.000000 UTC,2,6.35,12.7,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22111,SCOTTIE DOG HOT WATER BOTTLE,2010-12-01 11:45:00.000000 UTC,1,4.95,4.95,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,21931,JUMBO STORAGE BAG SUKI,2010-12-01 11:45:00.000000 UTC,2,1.95,3.9,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22197,SMALL POPCORN HOLDER,2010-12-01 11:45:00.000000 UTC,2,0.85,1.7,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,21479,WHITE SKULL HOT WATER BOTTLE,2010-12-01 11:45:00.000000 UTC,1,3.75,3.75,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22664,TOY TIDY DOLLY GIRL DESIGN,2010-12-01 11:45:00.000000 UTC,1,2.1,2.1,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,21811,CHRISTMAS HANGING HEART WITH BELL,2010-12-01 11:45:00.000000 UTC,1,1.25,1.25,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22183,CAKE STAND VICTORIAN FILIGREE MED,2010-12-01 11:45:00.000000 UTC,1,6.75,6.75,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22900,SET 2 TEA TOWELS I LOVE LONDON,2010-12-01 11:45:00.000000 UTC,1,2.95,2.95,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,21867,PINK UNION JACK  LUGGAGE TAG,2010-12-01 11:45:00.000000 UTC,1,1.25,1.25,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,21866,UNION JACK FLAG LUGGAGE TAG,2010-12-01 11:45:00.000000 UTC,1,1.25,1.25,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,85169B,BLACK LOVE BIRD CANDLE,2010-12-01 11:45:00.000000 UTC,12,1.25,15.0,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,21678,PAISLEY PATTERN  STICKERS,2010-12-01 11:45:00.000000 UTC,6,0.85,5.1,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22866,HAND WARMER SCOTTY DOG DESIGN,2010-12-01 11:45:00.000000 UTC,1,2.1,2.1,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,90199C,5 STRAND GLASS NECKLACE CRYSTAL,2010-12-01 11:45:00.000000 UTC,1,6.35,6.35,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,72802C,VANILLA SCENT CANDLE JEWELLED BOX,2010-12-01 11:45:00.000000 UTC,1,4.25,4.25,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22074,6 RIBBONS SHIMMERING PINKS,2010-12-01 11:45:00.000000 UTC,1,1.65,1.65,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22112,CHOCOLATE HOT WATER BOTTLE,2010-12-01 11:45:00.000000 UTC,1,4.95,4.95,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,2010-12-01 11:45:00.000000 UTC,1,2.95,2.95,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,16238,PARTY TIME PENCIL ERASERS,2010-12-01 11:45:00.000000 UTC,28,0.21,5.88,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,21824,PAINTED METAL STAR WITH HOLLY BELLS,2010-12-01 11:45:00.000000 UTC,3,1.45,4.35,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22568,FELTCRAFT CUSHION OWL,2010-12-01 11:45:00.000000 UTC,1,3.75,3.75,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22633,HAND WARMER UNION JACK,2010-12-01 11:45:00.000000 UTC,1,2.1,2.1,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,85099F,JUMBO BAG STRAWBERRY,2010-12-01 11:45:00.000000 UTC,1,1.95,1.95,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,2010-12-01 11:45:00.000000 UTC,3,2.95,8.85,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,20669,RED HEART LUGGAGE TAG,2010-12-01 11:45:00.000000 UTC,1,1.25,1.25,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,21866,UNION JACK FLAG LUGGAGE TAG,2010-12-01 11:45:00.000000 UTC,1,1.25,1.25,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,21980,PACK OF 12 RED RETROSPOT TISSUES,2010-12-01 11:45:00.000000 UTC,12,0.29,3.48,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,21676,FLOWERS  STICKERS,2010-12-01 11:45:00.000000 UTC,6,0.85,5.1,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,85116,BLACK CANDELABRA T-LIGHT HOLDER,2010-12-01 11:45:00.000000 UTC,1,2.1,2.1,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,85116,BLACK CANDELABRA T-LIGHT HOLDER,2010-12-01 11:45:00.000000 UTC,5,2.1,10.5,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,21065,BOOM BOX SPEAKER GIRLS,2010-12-01 11:45:00.000000 UTC,1,5.95,5.95,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22111,SCOTTIE DOG HOT WATER BOTTLE,2010-12-01 11:45:00.000000 UTC,1,4.95,4.95,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,90129F,RED GLASS TASSLE BAG CHARM,2010-12-01 11:45:00.000000 UTC,1,2.95,2.95,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22531,MAGIC DRAWING SLATE CIRCUS PARADE,2010-12-01 11:45:00.000000 UTC,1,0.42,0.42,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,20713,JUMBO BAG OWLS,2010-12-01 11:45:00.000000 UTC,1,1.95,1.95,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22866,HAND WARMER SCOTTY DOG DESIGN,2010-12-01 11:45:00.000000 UTC,1,2.1,2.1,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22198,LARGE POPCORN HOLDER,2010-12-01 11:45:00.000000 UTC,1,1.65,1.65,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,22153,ANGEL DECORATION STARS ON DRESS,2010-12-01 11:45:00.000000 UTC,6,0.42,2.52,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536409,20966,SANDWICH BATH SPONGE,2010-12-01 11:45:00.000000 UTC,2,1.25,2.5,17908,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,85049E,SCANDINAVIAN REDS RIBBONS,2010-12-01 11:49:00.000000 UTC,12,1.25,15.0,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,21708,FOLDING UMBRELLA CREAM POLKADOT,2010-12-01 11:49:00.000000 UTC,1,4.95,4.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22382,LUNCH BAG SPACEBOY DESIGN,2010-12-01 11:49:00.000000 UTC,3,1.65,4.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,85049E,SCANDINAVIAN REDS RIBBONS,2010-12-01 11:49:00.000000 UTC,1,1.25,1.25,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22751,FELTCRAFT PRINCESS OLIVIA DOLL,2010-12-01 11:49:00.000000 UTC,2,3.75,7.5,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,21448,12 DAISY PEGS IN WOOD BOX,2010-12-01 11:49:00.000000 UTC,2,1.65,3.3,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22326,ROUND SNACK BOXES SET OF4 WOODLAND,2010-12-01 11:49:00.000000 UTC,1,2.95,2.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,20727,LUNCH BAG  BLACK SKULL.,2010-12-01 11:49:00.000000 UTC,3,1.65,4.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,21708,FOLDING UMBRELLA CREAM POLKADOT,2010-12-01 11:49:00.000000 UTC,1,4.95,4.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22630,DOLLY GIRL LUNCH BOX,2010-12-01 11:49:00.000000 UTC,1,1.95,1.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2010-12-01 11:49:00.000000 UTC,2,3.75,7.5,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2010-12-01 11:49:00.000000 UTC,1,3.75,3.75,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,21738,COSY SLIPPER SHOES SMALL  RED,2010-12-01 11:49:00.000000 UTC,2,2.95,5.9,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,21034,REX CASH+CARRY JUMBO SHOPPER,2010-12-01 11:49:00.000000 UTC,1,0.95,0.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,21245,GREEN POLKADOT PLATE,2010-12-01 11:49:00.000000 UTC,1,1.69,1.69,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22273,FELTCRAFT DOLL MOLLY,2010-12-01 11:49:00.000000 UTC,2,2.95,5.9,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22940,FELTCRAFT CHRISTMAS FAIRY,2010-12-01 11:49:00.000000 UTC,3,4.25,12.75,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22837,HOT WATER BOTTLE BABUSHKA,2010-12-01 11:49:00.000000 UTC,3,4.65,13.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,21448,12 DAISY PEGS IN WOOD BOX,2010-12-01 11:49:00.000000 UTC,1,1.65,1.65,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22242,5 HOOK HANGER MAGIC TOADSTOOL,2010-12-01 11:49:00.000000 UTC,5,1.65,8.25,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,20725,LUNCH BAG RED RETROSPOT,2010-12-01 11:49:00.000000 UTC,1,1.65,1.65,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,20750,RED RETROSPOT MINI CASES,2010-12-01 11:49:00.000000 UTC,1,7.95,7.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2010-12-01 11:49:00.000000 UTC,1,3.75,3.75,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,21448,12 DAISY PEGS IN WOOD BOX,2010-12-01 11:49:00.000000 UTC,2,1.65,3.3,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,21242,RED RETROSPOT PLATE,2010-12-01 11:49:00.000000 UTC,1,1.69,1.69,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2010-12-01 11:49:00.000000 UTC,1,2.1,2.1,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22327,ROUND SNACK BOXES SET OF 4 SKULLS,2010-12-01 11:49:00.000000 UTC,1,2.95,2.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22988,SOLDIERS EGG CUP,2010-12-01 11:49:00.000000 UTC,6,1.25,7.5,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22327,ROUND SNACK BOXES SET OF 4 SKULLS,2010-12-01 11:49:00.000000 UTC,1,2.95,2.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22468,BABUSHKA LIGHTS STRING OF 10,2010-12-01 11:49:00.000000 UTC,2,6.75,13.5,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22568,FELTCRAFT CUSHION OWL,2010-12-01 11:49:00.000000 UTC,3,3.75,11.25,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,2010-12-01 11:49:00.000000 UTC,1,4.95,4.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,2010-12-01 11:49:00.000000 UTC,1,2.95,2.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22271,FELTCRAFT DOLL ROSIE,2010-12-01 11:49:00.000000 UTC,2,2.95,5.9,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22968,ROSE COTTAGE KEEPSAKE BOX,2010-12-01 11:49:00.000000 UTC,4,9.95,39.8,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,21448,12 DAISY PEGS IN WOOD BOX,2010-12-01 11:49:00.000000 UTC,2,1.65,3.3,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22662,LUNCH BAG DOLLY GIRL DESIGN,2010-12-01 11:49:00.000000 UTC,4,1.65,6.6,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22902,TOTE BAG I LOVE LONDON,2010-12-01 11:49:00.000000 UTC,7,2.1,14.7,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,21244,BLUE POLKADOT PLATE,2010-12-01 11:49:00.000000 UTC,1,1.69,1.69,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22077,6 RIBBONS RUSTIC CHARM,2010-12-01 11:49:00.000000 UTC,1,1.65,1.65,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2010-12-01 11:49:00.000000 UTC,2,2.1,4.2,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,2010-12-01 11:49:00.000000 UTC,1,1.65,1.65,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22902,TOTE BAG I LOVE LONDON,2010-12-01 11:49:00.000000 UTC,7,2.1,14.7,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,2010-12-01 11:49:00.000000 UTC,1,2.95,2.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,2010-12-01 11:49:00.000000 UTC,1,4.95,4.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22328,ROUND SNACK BOXES SET OF 4 FRUITS,2010-12-01 11:49:00.000000 UTC,1,2.95,2.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,21738,COSY SLIPPER SHOES SMALL  RED,2010-12-01 11:49:00.000000 UTC,1,2.95,2.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22900,SET 2 TEA TOWELS I LOVE LONDON,2010-12-01 11:49:00.000000 UTC,2,2.95,5.9,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22077,6 RIBBONS RUSTIC CHARM,2010-12-01 11:49:00.000000 UTC,2,1.65,3.3,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22759,SET OF 3 NOTEBOOKS IN PARCEL,2010-12-01 11:49:00.000000 UTC,5,1.65,8.25,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,21711,FOLDING UMBRELLA WHITE/RED POLKADOT,2010-12-01 11:49:00.000000 UTC,1,4.95,4.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,21880,RED RETROSPOT TAPE,2010-12-01 11:49:00.000000 UTC,10,0.65,6.5,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22961,JAM MAKING SET PRINTED,2010-12-01 11:49:00.000000 UTC,24,1.45,34.8,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22940,FELTCRAFT CHRISTMAS FAIRY,2010-12-01 11:49:00.000000 UTC,1,4.25,4.25,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22900,SET 2 TEA TOWELS I LOVE LONDON,2010-12-01 11:49:00.000000 UTC,2,2.95,5.9,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22759,SET OF 3 NOTEBOOKS IN PARCEL,2010-12-01 11:49:00.000000 UTC,1,1.65,1.65,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,20728,LUNCH BAG CARS BLUE,2010-12-01 11:49:00.000000 UTC,3,1.65,4.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22383,LUNCH BAG SUKI  DESIGN,2010-12-01 11:49:00.000000 UTC,3,1.65,4.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22652,TRAVEL SEWING KIT,2010-12-01 11:49:00.000000 UTC,5,1.65,8.25,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22077,6 RIBBONS RUSTIC CHARM,2010-12-01 11:49:00.000000 UTC,7,1.65,11.55,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,2010-12-01 11:49:00.000000 UTC,1,4.95,4.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22179,SET 10 LIGHTS NIGHT OWL,2010-12-01 11:49:00.000000 UTC,2,6.75,13.5,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22629,SPACEBOY LUNCH BOX,2010-12-01 11:49:00.000000 UTC,1,1.95,1.95,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,2010-12-01 11:49:00.000000 UTC,6,1.65,9.9,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
536412,21731,RED TOADSTOOL LED NIGHT LIGHT,2010-12-01 11:49:00.000000 UTC,5,1.65,8.25,17920,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,11
